Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/06/2013,"370 Market Mews, Maryborough Village, Portlaoise",,Laois,"€57,268.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/09/2016,"6 GRANARY COURT, BAKER'S ROAD, CHARLEVILLE",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"22 ORBY DR, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2017,"6 ORCHARD CLOSE, STAMULLEN, MEATH",,Meath,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2018,"3 CASTLE VIEW, BALLINTUBBER, CO ROSCOMMON",,Roscommon,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"84 DOMINICK PLACE, WATERFORD, WATERFORD",,Waterford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"28 COILL RUA, GREENPARK WEST, MULLINGAR",,Westmeath,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2021,"8 DUN EMER WAY, LUSK, DUBLIN",,Dublin,"€210,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"44 TUDOR VALE, ORANMORE, GALWAY",,Galway,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/11/2015,"CLOONCOUSE, CHARLESTOWN, MAYO",,Mayo,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2015,"10 WARREN VIEW, ABBEYTOWN, BOYLE",,Roscommon,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2016,"513 CARNLOUGH ROAD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"30 ARD NA MEALA, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/7/2020,"21 RUSSELLS TERRACE, KETTLES LANE, KINSEALY",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"40 SWIFT HALL, DEAN ST, DUBLIN 8",Dublin 8,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2013,"Apt 25 Stepaside Village, Stepaside, Enniskerry Road",Dublin 18,Dublin,"€129,515.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2013,"5 The Pines, Ballinteer Avenue, Rathfarnham",Dublin 16,Dublin,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2013,"34 Belmont Lawn, Stillorgan Road, Blackrock",,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/9/2021,"APT 3 SYCAMORE HOUSE, PARK VIEW, SUTTON DUBLIN 13",Dublin 13,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2016,"55 FLOWER HILL, RUSHBROOKE MANOR, COBH",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"5 & 6 Cork Road, Fermoy, Co. Cork",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"6 Newlands Grove, Knockmeenagh Lane, Clondalkin",,Dublin,"€407,929.51",No,Yes,New Dwelling house /Apartment,
7/11/2016,"BOHERGAR, BRITTAS, LIMERICK",,Limerick,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2021,"56 MELVILLE WAY, CITYSIDE, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/10/2016,"2 BALLYCULLEN COTTAGES, DUBLIN 16, CO. DUBLIN",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"41  THE ASHES, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,"€332,865.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/03/2015,"6 DALTON HOUSE, THE MEADOWS, BALLYBRIT",,Galway,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2012,"RENARD, CAHIRCIVEEN",,Kerry,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/12/2011,"Apartment 30, Woodbrook Crescent, Castleknock",,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/7/2017,"SKAHANAGH SOUTH WATERGRASSHILL, WATERGRASSHILL, CORK",,Cork,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2017,"12 THE STABLES, COLLEGE ROAD, GALWAY",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2019,"3 PARK MEWS, BELLTREE, CLONGRIFFIN",Dublin 13,Dublin,"€343,612.30",No,Yes,New Dwelling house /Apartment,
18/12/2015,"12 castle gardens, st helen's bay, kilrane",,Wexford,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"UNIT 7 BLOCK 9, PRIORY HALL, DONAGHMEDE",Dublin 13,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2013,"Carrowbeg, Killasser, Swinford",,Mayo,"€25,850.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"88 BINN EADAIR VIEW, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"65 CLONKIL, CALLAN, KILKENNY",,Kilkenny,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"39 Cuil Duin Lawn, Cuil Duin, Citywest",,Dublin,"€303,964.76",No,Yes,New Dwelling house /Apartment,
2/2/2016,"57 Morrow House, Myrtle Drive, Baldoyle",,Dublin,"€213,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/06/2011,"34 Kiltegan Lawn, Rochestown Road, Cork",,Cork,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2018,"110 FIONN UISCE, DOUGHISKA, GALWAY",,Galway,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"71 ASHFIELD, MULLINGAR, CO. WESTMEATH",,Westmeath,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/12/2014,"16 Woodlands, Carndonagh",,Donegal,"€60,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/11/2012,"Chapelpark, Clontuskert, Ballinasloe",,Galway,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2019,"68 Waverly Avenue, Waverly, Greystones",,Wicklow,"€374,449.00",No,Yes,New Dwelling house /Apartment,
7/7/2016,"28 PETITSWOOD MANOR, DUBLIN RD, MULLINGAR",,Westmeath,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2021,"75 HADDINGTON RD, DUBLIN",Dublin 4,Dublin,"€1,210,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/1/2016,"21 CASTLECOUNTESS, TRALEE, KERRY",,Kerry,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/4/2018,"25 THE PARK, ATHLUMNEY ABBEY, NAVAN",,Meath,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2018,"GRAEMAR, GOLF COURSE RD, DONEGAL",,Donegal,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"Apartment 119  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
6/10/2016,"PRIMROSE COTTAGE, CAHERCORNEY, BRUFF",,Limerick,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/6/2016,"16 HILLCREST COURT, LUCAN, DUBLIN",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2019,"12 THE OAKS, CLASSIS LAKE, BALLINCOLLIG",,Cork,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"24 Clog na Léinn, Collinstown",,Westmeath,"€378,854.62",No,Yes,New Dwelling house /Apartment,
19/01/2012,"6 Cre Na Cille, Tynagh, Loughrea",,Galway,"€152,000.00",Yes,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/12/2018,"61 MADEIRA WOOD, ENNISCORTHY, WEXFORD",,Wexford,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/08/2015,"DROMINBOY, LISNAGRY, LIMERICK",,Limerick,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2018,"ACACIA, 1 ASHLEIGH WOOD, BRANNOCKSTOWN",,Kildare,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"SAN JOSE, COLLEGE ROAD, CASTLEKNOCK",,Dublin,"€999,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2015,"Apt. 24 Silverbridge, Claremorris",,Mayo,"€40,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/8/2019,"EL DORADO, GLENVIEW, CURRACLOUGH",,Cork,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"1 SOUTHGATE, CRINKLE, BIRR",,Offaly,"€89,302.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"56 Rinawade Vale, Leixlip",,Kildare,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/9/2019,"17 COPPER VALLEY HEIGHTS, RIVERSTOWN, GLANMIRE",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2019,"48 NEWCASTLE MANOR SQUARE, CO DUBLIN",,Dublin,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/09/2014,"30 Ryland Wood, Bunclody",,Wexford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2016,"17 TRACTON PLACE, CORK, CORK",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"CARRIGLEIGH, INCHIGEELA, CO. CORK",,Cork,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2012,"26  Grattan Hill, St. lukes, Cork",,Cork,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/12/2021,"10 OAK GROVE, DERRINTURN, CO. KILDARE",,Kildare,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/11/2013,"12 Edenmore Gardens, Raheny",Dublin 5,Dublin,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2010,"Smithstown Cottage, Dunshaughlin",,Meath,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2017,"25 GRANGE CRESCENT, DUN LAOGHAIRE, DUBLIN",,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"39 GREENFIELDS RD, NEWCASTLE, GALWAY",,Galway,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2019,"12 OUR LADY OF LOURDES, BALLINLOUGH, CORK",,Cork,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2014,"181 KILBARRACK RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/3/2020,"136 CLOCHRAN, KILCLOGHANS, TUAM",,Galway,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/1/2016,"33 Leinster Avenue, Strand Road North, Dublin 3",Dublin 3,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/7/2018,"29 ST COLUMBANUS RD, MILLTOWN, DUBLIN 14",Dublin 14,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/7/2010,"Tardis  Baytown, The Ward  County Dublin",,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/1/2013,"Phoepotstown, Kilcock",,Meath,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2019,"7 VIKINGS WHARF, TEMPLESHANNON, ENNISCORTHY",,Wexford,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"30 ARD NA CARRAIG, EDENDERRY, OFFALY",,Offaly,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2018,"34 MILLERS HALL, THOMAS ST, DUBLIN 8",Dublin 8,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"OGRADYS COTTAGE, DROMOLAND ESTATE, NEWMARKET ON FERGUS",,Clare,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"107 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"€281,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/10/2012,"80 Stepaside Park, Stepaside",,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/2/2019,"42 SLIEVEKEALE RD, WATERFORD, WATERFORD",,Waterford,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2011,"34 Luttrellstown Drive, Castleknock",Dublin 15,Dublin,"€311,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2013,"32 Dooradoyle Park, Dooradoyle, Limerick",,Limerick,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2016,"46 GLENVALE, BALLYRAGGETT, KILKENNY",,Kilkenny,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/4/2017,"7 KIRWIN HILL, MERRYMEETING, RATHNEW",,Wicklow,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2018,"8 CASTLE COURT, ABBEY ST, PORTUMNA",,Galway,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/4/2019,"37 FORT OSTMAN, OLD COUNTY RD, CRUMLIN DUBLIN 12",Dublin 12,Dublin,"€224,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"145 The Heath, Ramsgate Village, Gorey",,Wexford,"€145,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/02/2017,"1 WILLOW RD, WYCKHAM PARK, DUNDRUM DUBLIN 14",Dublin 16,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2014,"15 Schull Holiday Cottages, Colla Road, Schull",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"285 CATHEDRAL RD, GURRANABRAHER, CORK",,Cork,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2021,"TEEBOY, CORLOUGH, BELTURBET",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/11/2012,"97 Dorney Court, Shankill, Dublin 18",Dublin 18,Dublin,"€254,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2020,"ST FACHTNAS, TAWNIES LOWER, CLONAKILTY",,Cork,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/1/2021,"APT 29, THE MEWS, CASHEL",,Tipperary,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2021,"42 PARK VIEW EST, DUBLIN 7",Dublin 7,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2019,"LOGINSHERD, CARNE, BROADWAY",,Wexford,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2013,"24 ST JOHNS GROVE, JOHNSTOWN NAAS, JOHNS GROVE",,Kildare,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/3/2019,"17 THE GROVE, MARTELLO VILLAGE, DUBLIN RD",,Louth,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/7/2011,"2 St. John's Wood, Clondalkin, Dublin 22",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"16 THE CRESCENT, ONGAR VILLAGE, DUBLIN 15",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/12/2012,"Ballythomas House, Ballythomas, Gorey",,Wexford,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"49 BALREASK MANOR, NAVAN, CO MEATH",,Meath,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/11/2017,"67 HILLCOURT RD, GLENAGEARY, DUBLIN",,Dublin,"€849,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/12/2018,"19 Temple Woods, Greenhills Road, Dublin 24",,Dublin,"€319,383.00",No,Yes,New Dwelling house /Apartment,
11/12/2018,"7 HOLLY PARK AVE, BLACKROCK, DUBLIN",,Dublin,"€608,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2016,"94 GARRAN ARD, MERLIN PARK DOUGHISKA, GALWAY",,Galway,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2018,"APT 17 ABBEYLANDS, LONGFORD RD, MULLINGAR",,Westmeath,"€101,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
9/11/2017,"SILVERWELL STORES, ROCKY VALLEY, KILMACANOGUE",,Wicklow,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2018,"APT 14, CUMBERLAND ROW, BRITAIN ST DUBLIN 1",Dublin 1,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/3/2013,"109 The Concordia Building, Seabourne View The Glen, Greystones",,Wicklow,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2021,"55 GLENSIDE, BALLYCARNANE WOODS, TRAMORE",,Waterford,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2019,"102 ROCKINGHAM, FERRYBANK, WATERFORD",,Waterford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/12/2019,"DWYERS HOUSE SPA ST, PORTARLINGTON, LAOIS",,Laois,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2010,"2 Springfields, Silversprings, Clonmel",,Tipperary,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,
5/9/2019,"68 WESTWOOD RD, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"155 Grande Central, Sandyford",Dublin 18,Dublin,"€251,754.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2019,"25 TRIMBLESTON, GOATSTOWN RD, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,"€406,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"95 EUSTACE COURT, CUALANOR, UPPER GLENAGEARY ROAD",,Dublin,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/7/2014,"3 The Heritage, Killenard, Portarlington",,Laois,"€190,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/11/2020,"84 FITZROY AVE, DUBLIN 3, DUBLIN",Dublin 3,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/11/2018,"328 COLLINSWOOD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€428,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2017,"100 MONALEE HEIGHTS, KNOCKNACARRA, GALWAY",,Galway,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"129 CASTLE FARM, SHANKILL, DUBLIN 18",Dublin 18,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2021,"69 CLUAIN DARA, CLONARD",,Wexford,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"3 The Green, Hazlebrook Square, Whitehall Road",,Dublin,"€396,475.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
29/05/2014,"35 THE DRIVE, HIGHLANDS, DROGHEDA",,Meath,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/3/2016,"GORTBREAC WEST, CASTLETOWNSHEND, SKIBBEREEN",,Cork,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2020,"3 Cnoc Tiarnach, Grange End, Dunshaughlin",,Meath,"€436,123.00",No,Yes,New Dwelling house /Apartment,
13/11/2017,"146 TURVEY WALK, THE GALLERY, DONABATE",,Dublin,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"36 MELL ST, KILMINCHY, PORTLAOISE",,Laois,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/4/2017,"DERRYMULLAN, BALLINASLOE, CO GALWAY",,Galway,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2011,"No 19 Corraun Village, Carrownabrickna, Golf Links Road  Roscommon",,Roscommon,"€88,105.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/11/2016,"THE RANCH, WESTPARK, RATHCOOLE",Dublin 24,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"APT 35 THE DOCKS, BASTION QUAY, ATHLONE",,Westmeath,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2019,"16 PARSONS COURT, NEWCASTLE, DUBLIN",Dublin 22,Dublin,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"SHRADUFF GLEBE, CLONASLEE, LAOIS",,Laois,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/4/2019,"ST BERNADETTES, CHURCH RD, BALLINA",,Mayo,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"CREEK LODGE, PALLASTOWN BELGOOLY, KINSALE",,Cork,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/6/2015,"2 BELLSWELL, MAIN ST, DAINGEAN",,Offaly,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2017,"16 Park Terrace North, Belltree, Clongriffin",,Dublin,"€272,772.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
7/2/2014,"Knockaunglass, Athenry, Co. Galway",,Galway,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,
5/10/2015,"33 Ramleh Park, Milltown",Dublin 6,Dublin,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2012,"50 Hillcourt Road, Glenageary",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2011,"834 Piercetown, Newbridge",,Kildare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2015,"31 THE MEADOW, MURROE, LIMERICK",,Limerick,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"KNOCKANURE, BUNCLODY, CO WEXFORD",,Wexford,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2014,"1 Sycamore Drive, Castleknock, Dublin 15",Dublin 15,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2020,"74 WHITECLIFF, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,"€538,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/3/2018,"112 LISMORE RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,"€328,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/4/2020,"Apartment 7  Block D, Mount Argus Apartments",Dublin 6w,Dublin,"€478,581.00",No,Yes,New Dwelling house /Apartment,
21/08/2013,"Aphort, Arranmore Island",,Donegal,"€43,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/3/2017,"RIVERSTOWN, ARDEE, LOUTH",,Louth,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2015,"OGHAM, SLIGO",,Sligo,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"IVERNIA, COAST RD, MYRTLEVILLE",,Cork,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/7/2016,"MILL HOUSE APTS, MILL HOUSE KILLEENMORE, TULLAMORE",,Offaly,"€66,666.67",No,No,Second-Hand Dwelling house /Apartment,
13/12/2018,"9 The Heights, Mount Hamilton, Carrick Road",,Louth,"€207,048.45",No,Yes,New Dwelling house /Apartment,
30/10/2015,"BALLYHEERIN, KILMACRENNAN, LETTERKENNY",,Donegal,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2018,"204 TEMPLEOGUE RD, DUBLIN 6W, DUBLIN",,Dublin,"€793,750.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2019,"FYHORA, MOYNE, LONGFORD",,Longford,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2021,"CRYSTAL WATERS, COOLINTAGGART, WEXFORD",,Wexford,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"216 GALTYMORE ROAD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2014,"85 LAKEVIEW, CAVAN",,Cavan,"€44,750.00",No,No,Second-Hand Dwelling house /Apartment,
8/1/2019,"24 SYCAMORE RD, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/6/2012,"Apt 38 Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,"€157,856.57",No,No,Second-Hand Dwelling house /Apartment,
8/7/2011,"22 DROM ARD, BELMULLET",,Mayo,"€70,484.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/04/2019,"127 WOODLAWN PARK GROVE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2015,"7 Boyd avenue, Honeypark, Dun Laoghaire",,Dublin,"€572,687.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
1/12/2016,"10 LOCK MILLS, CORBALLY, LIMERICK",,Limerick,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/7/2016,"1 HAZELBROOK CRESCENT, LONG LANE, LETTERKENNY",,Donegal,"€85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"14 WHITETHORN CRESCENT, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"17 THE RISE, WATERFALL RD, BISHOPSTOWN",,Cork,"€418,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"CLONLYON, BELMONT, BIRR",,Offaly,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"6 CALVERSTOWN LAWNS, CALVERSTOWN, CO. KILDARE",,Kildare,"€87,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
6/12/2012,"21 Moymews, Ballymahon",,Longford,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"36 Beech Road, Muskerry Estate, Ballincollig",,Cork,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"1 KILLEEN, IVERAGH ROAD, KILLORGLIN",,Kerry,"€109,920.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"5 GORT GREINE, RAHOON, GALWAY",,Galway,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2020,"149 RIALTO COTTAGES, RIALTO, DUBLIN 8",Dublin 8,Dublin,"€303,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/4/2016,"145A CASHEL RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
