Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/12/2014,"37 THE ELMS, COLLEGE ROAD, GALWAY",,Galway,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"27 ARDROE, CLAREMORRIS, MAYO",,Mayo,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2017,"NO.4 - CEOIL NA H-ABHAINN, CHAPELTOWN, VALENTIA ISLAND",,Kerry,"€109,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2013,"Unit 11 Cuirt an Dolain, Fairhill Court, Claddagh  Galway",,Galway,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/9/2019,"1 BOTHAIR CAORAN, SLI NA MONA, PORTARLINGTON LAOIS",,Laois,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2013,"28 PARKVIEW, PASSAGE WEST, CORK",,Cork,"€264,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2012,"Seaview, Bargy Commons",,Wexford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2010,"18 Carlisle Street, South Circular Road",Dublin 8,Dublin,"€835,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2014,"Apt. No. 4  Market Court, Carlingford",,Louth,"€132,158.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/11/2021,"6 HOLYWELL DR, SWORDS, DUBLIN",,Dublin,"€349,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"172-186 (inclusive), Caireal Mor, Headford Road",,Galway,"€4,229,391.18",No,Yes,New Dwelling house /Apartment,
27/08/2014,"50 Bushy Park House, Terenure",,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2014,"94 WOODHAVEN, ENNIS, CLARE",,Clare,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2011,"22 Manor Road, Manor Farm, Lehenaghbeg",,Cork,"€251,101.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
6/8/2014,"19 Finvola Park, Dunfanaghy",,Donegal,"€80,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
16/04/2020,"52 CLONTARF PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2020,"45 NEWTOWNPARK AVENUE, BLACKROCK, CO DUBLIN",,Dublin,"€2,350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"Apt  22 the Barrington, Block 6A  Lansdowne Place, Ballsbridge  Dublin 4",Dublin 4,Dublin,"€1,370,044.00",No,Yes,New Dwelling house /Apartment,
10/8/2010,"55 Sundale Park, Tallaght, Dublin 24",Dublin 24,Dublin,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2013,"76 Westcourt Heights, Ballincollig",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"75 CHAPEL FARM RD, LUSK, DUBLIN",,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/10/2015,"4 ST JOSEPHS PARK, THE LOUTH, CORK",,Cork,"€237,730.00",No,No,Second-Hand Dwelling house /Apartment,
9/2/2017,"ARDNAMULLAGH, BALLINTUBBER, CASTLEREA",,Roscommon,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/12/2018,"130 FERNDALE, NAVAN, MEATH",,Meath,"€244,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2020,"94, Cedarview  Northwood, Santry",Dublin 9,Dublin,"€541,850.22",No,Yes,New Dwelling house /Apartment,
30/04/2021,"174 SANTRY CLOSE, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2015,"2 The Mills, Ballysaggart Beg, Lismore",,Waterford,"€94,807.14",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/12/2021,"22 POUND ST, CARNDONAGH, DONEGAL",,Donegal,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/9/2018,"5 TICKNOCK WAY, TICKNOCK HILL, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2014,"16 BARRACK STREET, BELMULLET, MAYO",,Mayo,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/4/2019,"10 BOWMAN ST, LIMERICK, LIMERICK",,Limerick,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2017,"16 GOLDEN MEADOWS, CLOGHEEN, CLONAKILTY",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/9/2019,"9 LOWER JANEMOUNT, SUNDAYS WELL, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/5/2019,"THE COTTAGE DLOUGHTANE ARDSALLAGH, YOUGHAL, WATERFORD",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/11/2016,"CARROWTIGUE, BALLINA, CO MAYO",,Mayo,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/8/2019,"35 THE TOWERS, FAIRGREEN, MALLOW",,Cork,"€104,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2016,"55 MYRTLE HOUSE, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"94 TURVEY WOOD, DONABATE, DUBLIN",,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/10/2013,"48 Beechpark Avenue, Castleknock",Dublin 15,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/2/2014,"6 ARDFALLEN EST, DOUGLAS RD, CORK",,Cork,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2017,"APT 25, 6 USHERS QUAY, DUBLIN 8",Dublin 8,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/11/2021,"2 AN CREAG, LAHINCH, CLARE",,Clare,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"53 KILLYLASTIN HEIGHTS, LETTERKENNY, DONEGAL",,Donegal,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2010,"Ballybawn, Rathnure, Enniscorthy",,Wexford,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2021,"HILLCREST, CARRAIG ON BANNOW, WEXFORD",,Wexford,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2013,"26 Steeple Manor, Trim",,Meath,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"7 COIS NA HABHAINN STATION RD, MOATE, WESTMEATH",,Westmeath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2015,"12 COILL MHARA, CAPPAGH ROAD, BARNA",,Galway,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/2/2021,"131 CLUAIN RI, ASHBOURNE, MEATH",,Meath,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/3/2013,"Kiltykere, Grange",,Sligo,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/11/2014,"53 Belville Court, Johnstown Road, Cabinteely",Dublin 18,Dublin,"€187,643.17",No,No,Second-Hand Dwelling house /Apartment,
2/6/2016,"KILMORE, BALLYDUFF, TRALEE",,Kerry,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2014,"APT 41, KILVERE PARK, CYPRESS GROVE NORTH",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2011,"5 Burrow Court, Portmarnock",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2015,"7 ADELAIDE ST, DUNLAOIGHRE, DUBLIN",,Dublin,"€735,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/5/2018,"16 ELMDALE PARK, BALLYFERMOT, DUBLIN 10",Dublin 15,Dublin,"€48,820.02",Yes,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"17 THE WAY, NEWTOWN HALL, MAYNOOTH",,Kildare,"€245,814.97",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/03/2017,"5 CLOVERHILL, BRAY, WICKLOW",,Wicklow,"€220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
9/9/2021,"RELIC RD, KILBEGGAN, CO WESTMEATH",,Westmeath,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2017,"APT 1 CASIRT SLUA, CHURCH STREET, BALLINASLOE",,Galway,"€27,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"8B LOWER GEORGES ST, DUN LAOGHAIRE, DUBLIN",,Dublin,"€146,494.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"94 TANNER HALL, ATHY RD, CARLOW",,Carlow,"€133,637.25",No,No,Second-Hand Dwelling house /Apartment,
6/9/2018,"13 CASTLEVIEW CLOSE, SWORDS, DUBLIN",,Dublin,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2019,"SANDYHILL, CHARLESTOWN, SLIGO",,Sligo,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/9/2017,"6 Bolton View, Bolton Park, Rathfarnham",Dublin 16,Dublin,"€682,819.38",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
3/9/2019,"9 SILVER BIRCHES, STONEPARK, LONGFORD",,Longford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/5/2012,"22 Primrose Court, Forrest Hill, Carrigaline",,Cork,"€114,536.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
9/4/2021,"39 ABBEY COURT, LIMERICK RD, ENNIS",,Clare,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"101 BROOKLANDS, DUBLIN RD, CLANE",,Kildare,"€228,500.00",No,No,Second-Hand Dwelling house /Apartment,
3/7/2014,"GOSPA HOUSE, 16 MILLWOOD, TURLOUGH",,Mayo,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2010,"st annes, rathkeale",,Limerick,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2012,"3 Sandy Lane, Ballymoney, Gorey",,Wexford,"€168,500.00",No,No,Second-Hand Dwelling house /Apartment,
8/6/2017,"6 GLENVAR, CLONFADDA WOOD, MOUNT MERRION AVE",,Dublin,"€542,500.00",No,No,Second-Hand Dwelling house /Apartment,
7/5/2014,"20 Thorndale Estate, Dublin Hill, Cork",,Cork,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2014,"KILBRACK, RATHGORMACK, WATERFORD",,Waterford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2011,"Hall Road, Moate",,Westmeath,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/4/2019,"51 Drakes Point, Crosshaven",,Cork,"€211,454.00",No,Yes,New Dwelling house /Apartment,
30/04/2020,"77 THE CASINO, MALAHIDE, DUBLIN",,Dublin,"€353,422.90",No,No,Second-Hand Dwelling house /Apartment,
19/07/2012,"'Sunnybank', Martin's Row, Chapelizod",,Dublin,"€815,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2014,"17A WINDMILL HEIGHTS, WEXFORD, WEXFORD",,Wexford,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2019,"THE ELMS, BALLINREA, CARRIGALINE",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"Apt 69 Tolka Vale, Finglas Road",Dublin 11,Dublin,"€132,819.00",No,No,Second-Hand Dwelling house /Apartment,
3/10/2017,"15 MARBLE CREST, GALLOWS HILL, KILKENNY",,Kilkenny,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"11 WESTON PARK, OLDTOWN, CO DUBLIN",,Dublin,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2016,"ST LOUISE, BALLYNARRY LANE, MOVILLE",,Donegal,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2017,"2ND FLOOR APT, 69 70 HIGH ST, KILKENNY",,Kilkenny,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/8/2017,"MAIN ST, BALLYMORE EUSTACE, KILDARE",,Kildare,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2015,"BRADYS COTTAGE, BALLYNAMONA, CARNAROSS",,Meath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2020,"TARMONS EAST, MOYVANE, KERRY",,Kerry,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2013,"Apt 15 Beresford House, Customs House Square, IFSC",Dublin 1,Dublin,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2020,"4 BLACKBULL COTTAGES, DUBLIN ROAD, DROGHEDA",,Louth,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"115 THE WATERMILL, BETTYGLEN, RAHENY DUBLIN 5",Dublin 5,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/6/2015,"18 THE MILLRACE, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2010,"22 warrenstown walk, blanch, d 15",Dublin 15,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2021,"14 FISHERMANS WHARF, WASHINGTON ST, CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/10/2021,"23 MARIAN SQUARE, CLARA, CO OFFALY",,Offaly,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2013,"10 O'Connor's Terrace, Boherbee, Tralee",,Kerry,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"KNOCKENPOWER, COLLIGAN, DUNGARVAN",,Waterford,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2013,"Ceann Scríbe, Moynure, Brosna",,Offaly,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2021,"50 DUNDRUM GATE, BALLINTEER RD, DUNDRUM DUBLIN 14",Dublin 16,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2016,"28 STATION RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2019,"26 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2017,"56 BOROIMHE BLACKTHORN, SWORDS, DUBLIN",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"3 HOLYWELL LAWNS, GORSEHILL, SWORDS",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/9/2018,"OATFIELD LODGE, CAPPATAGGLE, BALLINASLOE",,Galway,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2015,"Doonwood, Mountbellew",,Galway,"€148,018.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2016,"25 OLD KILLARNEY VILLAGE, AGHADOE HEIGHTS, KILLARNEY",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"5 VERSCHOYLE PARK, SAGGART ABBEY, SAGGART",Dublin 24,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2014,"53-125 Francis Street, Dublin 8",Dublin 8,Dublin,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2020,"36 GRATTAN TCE, FRANCIS ST, WATERFORD",,Waterford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/7/2011,"11 Ocean Heights, Dunfanaghy, Co. Donegal",,Donegal,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/11/2017,"28 Rathmill Green, Rathmill Manor, Rathcoole",,Dublin,"€321,585.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/10/2017,"67 RIVERMILL VIEW, ATHLUMNEY, NAVAN",,Meath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2019,"5 Ontario Court, Lower Mount Pleasant Avenue, Ranleagh",,Dublin,"€762,114.00",No,Yes,New Dwelling house /Apartment,
7/3/2011,"KEALTIES, DURRUS, BANTRY",,Cork,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/12/2021,"34 Clog Na Leinn, Collinstown, Westmeath",,Westmeath,"€396,475.00",No,Yes,New Dwelling house /Apartment,
23/01/2017,"27 THE OAKS, BALLON, CARLOW",,Carlow,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2011,"41 ABBEYTOWN, CROSSMOLINA",,Mayo,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"23 CASTLE COURT, LISMORE, WATERFORD",,Waterford,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/11/2018,"10 LINNETFIELDS VIEW, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2019,"14 Shackleton Park, Lucan, Co. Dublin",,Dublin,"€303,964.75",No,Yes,New Dwelling house /Apartment,
20/07/2016,"APT 13, RIVERBANK, DODDER PARK RD DUBLIN 14",Dublin 14,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"35 CUIRT AISLING, BALLYBOFEY, DONEGAL",,Donegal,"€59,123.57",No,No,Second-Hand Dwelling house /Apartment,
24/06/2013,"Number 2 Scilly Hill, Kinsale",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2011,"Newcastle, Aughrim, Ballinasloe",,Galway,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/7/2017,"APARTMENT 21 GREENVIEW, SEABROOK MANOR STATION ROAD, PORTMARNOCK",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2010,"22  Barryville Court, Rosslare Harbour, Rosslare",,Wexford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2015,"CHERRY COTTAGE, NEWTOWN PARK, WATERFORD",,Waterford,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/10/2015,"14 ARD MACHA, OLD BAWN, TALLAGHT",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"14 Phoenix Park Way, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/11/2012,"74, CHILDERS HEIGHTS, BALLINA",,Mayo,"€109,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"8 HOLLYBANK LAWN, CLONGOWEN, WATERFORD RD",,Kilkenny,"€317,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2020,"EVERLAWN, BUNNINADDEN, BALLYMOTE",,Sligo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/8/2017,"CHURCHGROUND, KILGARVAN, KILLARNEY",,Kerry,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"DIREEN, ATHEA, LIMERICK",,Limerick,"€68,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/5/2015,"Galbertstown, Thurles",,Tipperary,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/12/2016,"APT 1 BURLEIGH, COURT, BURLINGTON RD DUBLIN 4",Dublin 4,Dublin,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/7/2015,"3 DERNAGUN, BALLYCUMBER, PULLOUGH",,Offaly,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2019,"8059/8061 Benbulben Apartments, Clarion Road, Sligo",,Sligo,"€57,142.86",No,Yes,New Dwelling house /Apartment,
16/03/2016,"KENDALE, 9 LINDEN GROVE, GROVE AVE",,Dublin,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/6/2017,"25 Belltree Place, Belltree, Clongriffin",Dublin 13,Dublin,"€246,696.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/06/2021,"90 UPPER PATRICK ST, KILKENNY",,Kilkenny,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2017,"LACKABAUN, DUNIRY, LOUGHREA",,Galway,"€72,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/6/2018,"27 WAITHMAN, FIONNUISCE, DOUGHISKA",,Galway,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"59 KINGSBRY, MAYNOOTH, KILDARE",,Kildare,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2019,"4 THE DRIVE, GREENFIELDS, KILLAHANE",,Kerry,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2014,"62 ELMFIELD AVE, CLAREHALL, DUBLIN 13",Dublin 13,Dublin,"€244,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"125 MEADOWLANDS EST, TRALEE, KERRY",,Kerry,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2021,"ROSSADILLISK, CLEGGAN, GALWAY",,Galway,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/1/2016,"17 PALACE FIELDS, TULLINADALY RD, TUAM",,Galway,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2019,"20 HIBERNIA, DE VESCI COURT, MONKSTOWN",,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/8/2010,"Cuiltyconway, Cloonteen, Kilmore",,Roscommon,"€166,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
4/5/2016,"26 COIS CHLAIR, CLAREGALWAY, GALWAY",,Galway,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"41 BRAMBLE LANE, HAWTHORN, LIMERICK RD ENNIS",,Clare,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2015,"42 Wheatfield, Muff",,Donegal,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2017,"Apt33Abbot Court  Cualanor, Upper Glenageary Road, Dun Laoghaire",,Dublin,"€242,641.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
7/12/2016,"KEASH RD, BALLYMOTE, SLIGO",,Sligo,"€36,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/3/2021,"20 Barons Way (and others), Dundalk, Lismullen",,Louth,"€1,550,661.60",No,Yes,New Dwelling house /Apartment,
15/01/2021,"PUFFINS, COORNAGILLOUGH, TUOSIST",,Kerry,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/9/2021,"FARM RD, ANNAGASSAN, DUNLEER",,Louth,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2017,"OCEAN BREEZE, FENOR SOUTH, TRAMORE",,Waterford,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/2/2015,"LAGAN, BELTURBET, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2015,"HARLOCKSTOWN, ASHBOURNE, MEATH",,Meath,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2016,"13 BUSHFIELD SQ, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2011,"30 THE PADDOCKS CRESCENT, ADAMSTOWN, LUCAN",,Dublin,"€222,466.96",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/11/2016,"15 ARDMORE MANOR, MUFF, DONEGAL",,Donegal,"€108,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2015,"Apt 300 Block 8A, Tallaght Cross West, Dublin 24",Dublin 24,Dublin,"€107,679.29",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/05/2010,"Cutbush, Ballysax, The Curragh",,Kildare,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/5/2020,"20 SYCAMORE DR, TANYARD WOOD, MILLSTREET",,Cork,"€165,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/03/2017,"53 BUTTERFIELD CLOSE, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€592,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2014,"75 OAKLEIGH WOOD, DOORADOYLE, LIMERICK",,Limerick,"€91,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2017,"67 GLENMORE WOODS, DUBLIN RD, MULLINGAR",,Westmeath,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/10/2020,"155 COILLE BHEITHE, ST CONLANS RD, NENAGH",,Tipperary,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2016,"14 DUNDALK STUDENT VILLAGE, DIT DUNDALK, CO. LOUTH",,Louth,"€122,222.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"6 The Ferns, Classes Lake, Ovens",,Cork,"€268,722.46",No,Yes,New Dwelling house /Apartment,
20/11/2017,"42 Willow Close, Old Dublin Road, Dunshaughlin",,Meath,"€259,912.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/01/2015,"65 CARROWMORE MEADOWS, KNOCK, CO MAYO",,Mayo,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2018,"TIRMACOOL, BUNCRANNA, COUNTY DONEGAL",,Donegal,"€49,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2019,"APT 14, 6 USHERS QUAY, DUBLIN 8",Dublin 8,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/3/2018,"114 TUDOR LAWNS, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2018,"6A KEY COURT, NEW BUILDING LANE, KILKENNY",,Kilkenny,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/5/2021,"AUGHADEGNAN, LONGFORD, LONGFORD",,Longford,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2013,"32 Marella, Enniscrone",,Sligo,"€73,066.08",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2/4/2012,"11 Vandeleur Mews, Ennis Road, Limerick",,Limerick,"€91,079.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/01/2019,"2 OZIER CLOSE, WATERFORD, CO WATERFORD",,Waterford,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/10/2019,"5 WOODLANDS COURT, PORTMARNOCK, DUBLIN 13",Dublin 13,Dublin,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2011,"167  Rockview, Simons Ridge, Sandyford",Dublin 18,Dublin,"€83,700.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
1/4/2011,"23 Brickfield Gardens, Newry road, Dundalk",,Louth,"€83,701.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
