Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"48 Hansted Close, Lucan",,Dublin,222500.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2010,2010-02-15
"HAYESTOWN GREAT, WEXFORD",,Wexford,222500.0,No,No,Second-Hand Dwelling house /Apartment,,4,7,2017,2017-07-04
"227 KILMAINHAM SQUARE, KILMAINHAM, DUBLIN 8",,Dublin,222513.02,No,No,Second-Hand Dwelling house /Apartment,,19,8,2014,2014-08-19
"The Coach House, Ballea Road, Carrigaline",,Cork,222750.0,No,No,Second-Hand Dwelling house /Apartment,,21,5,2012,2012-05-21
"2 IVY CRESCENT, BROOKLAWNS, SLIGO",,Sligo,223000.0,No,No,Second-Hand Dwelling house /Apartment,,18,9,2019,2019-09-18
"15 THE STRAND, SOMERVILLE, TRAMORE",,Waterford,223000.0,No,No,Second-Hand Dwelling house /Apartment,,15,3,2021,2021-03-15
"17 LISSNALTA AVE, DOORADOYLE, LIMERICK",,Limerick,223000.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2016,2016-08-12
"3 SKERRIES ROAD, LUSK, CO DUBLIN",,Dublin,223000.0,No,No,Second-Hand Dwelling house /Apartment,,1,4,2016,2016-04-01
"27 ABBEYLANDS, MULLINGAR, WESTMEATH",,Westmeath,223000.0,No,No,Second-Hand Dwelling house /Apartment,,12,11,2021,2021-11-12
"27 CARRAIG DONN, BALLYCASEY, SHANNON",,Clare,223000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2021,2021-04-30
"BALLYNAHHOULOURT, DOON, TRALEE",,Kerry,223663.0,No,No,Second-Hand Dwelling house /Apartment,,14,4,2015,2015-04-14
"40 TUR UISCE, DOUGHISKA, GALWAY",,Galway,223750.0,No,No,Second-Hand Dwelling house /Apartment,,7,7,2017,2017-07-07
"BOLTON, CALLAN, KILKENNY",,Kilkenny,224000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2020,2020-09-25
"6 Berwick Hall, Whitehall Road, Churchtown",,Dublin,224000.0,No,No,Second-Hand Dwelling house /Apartment,,15,11,2011,2011-11-15
"10 THE VIEW, WOODSIDE, BETTYSTOWN",,Meath,224000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2020,2020-10-30
"48 THE METROPOLITAN, INCHICORE, DUBLIN 8",Dublin 8,Dublin,224000.0,No,No,Second-Hand Dwelling house /Apartment,,10,11,2016,2016-11-10
"37 FORT OSTMAN, OLD COUNTY RD, CRUMLIN DUBLIN 12",Dublin 12,Dublin,224000.0,No,No,Second-Hand Dwelling house /Apartment,,4,4,2019,2019-04-04
"20 PALMER COURT, RUSH, CO.DUBLIN",,Dublin,224015.5,No,No,Second-Hand Dwelling house /Apartment,,29,11,2019,2019-11-29
"119 Barley Field, Wicklow Hills, Newtownmountkennedy",,Wicklow,224669.0,No,Yes,New Dwelling house /Apartment,,5,7,2019,2019-07-05
"Number 46 Blueberry Fields, Broomfield Village, Midleton",,Cork,224669.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,7,2016,2016-07-27
"Woodlawn, Red Row, Ballinatray",,Wexford,224669.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,6,10,2017,2017-10-06
"4 The Lawn, Hansfield Wood, Hansfield",Dublin 15,Dublin,224669.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,12,2016,2016-12-20
"73 Oak House, Silverbanks, The Coast",,Dublin,224669.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,4,2018,2018-04-25
"29 BEAULIEU VILLAGE, TERMONFECKIN ROAD, DROGHEDA",,Louth,224669.6,No,Yes,New Dwelling house /Apartment,,4,3,2019,2019-03-04
"6 Waverly Meadows, Rathnew",,Wicklow,224670.0,No,Yes,New Dwelling house /Apartment,,19,11,2019,2019-11-19
"70 The Woods, Glounthaune",,Cork,224670.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,2,2014,2014-02-03
"5 CLEARWATER, COURTMACSHERRY, CORK",,Cork,225000.0,Yes,No,Second-Hand Dwelling house /Apartment,,16,11,2017,2017-11-16
"45 PARK VALE, GRANGERATH, DROGHEDA",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,16,5,2018,2018-05-16
"APT 150 PARKWEST POINTE, CRESENT BUILDING, CLONDALKIN DUBLIN 12",Dublin 12,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2019,2019-10-30
"32 CHAPEL GATE, BALBRIGGAN, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,27,1,2017,2017-01-27
"172 FEARANN RI, MERLIN PARK, GALWAY",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,8,8,2019,2019-08-08
"APT 30, SOUTH BAY, ROSSLARE",,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,,14,5,2021,2021-05-14
"58 CASTLEGRANGE GREEN, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,25,6,2020,2020-06-25
"APT 3 CHAPEL VIEW LUCAN, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2016,2016-03-21
"1 CLUAIN LOINN, KELLS RD, OLDCASTLE",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2020,2020-12-07
"APT 2, GLENBROOK HALL, NEWTOWNMOUNTKENNEDY",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2016,2016-03-30
"GREENLAKE, FORTH COMMONS, WEXFORD",,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2018,2018-09-10
"21 RUSSELLS TERRACE, KETTLES LANE, KINSEALY",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2020,2020-07-06
"49 Elgin Heights, Bray",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,,13,12,2012,2012-12-13
"17 GRANGE AVE STAMULLEN RD, GORMANSTOWN, MEATH",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2021,2021-12-16
"GORTBREAC WEST, CASTLETOWNSHEND, SKIBBEREEN",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,11,3,2016,2016-03-11
"50 SEABOURNE VIEW, GREYSTONES, CO WICKLOW",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2015,2015-10-30
"CUAN ARD, COXTOWN RD, DUNMORE EAST",,Waterford,225000.0,No,No,Second-Hand Dwelling house /Apartment,,11,7,2016,2016-07-11
"24 BECTIVE WALK, KILMESSAN, MEATH",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,3,11,2020,2020-11-03
"TARA HILL, GOREY, WEXFORD",,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,,26,4,2021,2021-04-26
"24 KENNELSFORT ROAD, PALMERSTOWN, DUBLIN 24",Dublin 20,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,13,8,2019,2019-08-13
"THE PARKS, HEADFORD, GALWAY",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,14,10,2021,2021-10-14
"50 Stratton Walk, Adamstown Square, Adamstown",,Dublin,225000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,7,2011,2011-07-29
"16 BRINDLEY PARK COURT, ASHBOURNE, MEATH",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2016,2016-01-26
"1 THE COURTYARD, PLEASANTS ST, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,31,10,2014,2014-10-31
"30 MILLMEADOW, LAMBERTON, ARKLOW",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,,3,5,2019,2019-05-03
"144 ELM MOUNT RD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2019,2019-08-15
"MOOR, ARDAGH, CO LONGFORD",,Longford,225000.0,No,Yes,New Dwelling house /Apartment,,15,12,2021,2021-12-15
"6 BRIDGE VIEW HEIGHTS, OLD WHITECHURCH RD, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,12,5,2015,2015-05-12
"INIS AONAR, BARNADOWN UPPER, CLOUGH",,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2014,2014-09-10
"APT 100, BLOCK 5, PREMIER SQ DUBLIN 11",Dublin 11,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,5,10,2018,2018-10-05
"47 CHURCH AVE, EDEN GATE, DELGANY",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,,28,2,2014,2014-02-28
"101 FERNLEIGH DR, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,13,6,2016,2016-06-13
"36 Kinvara Close, Ballyvolane, Cork City",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2010,2010-07-30
"29 THE VIEW FIVE OAKS VILLAGE, DUBLIN RD, DROGHEDA",,Louth,225000.0,No,No,Second-Hand Dwelling house /Apartment,,4,2,2016,2016-02-04
"23 DYSART GROVE, YOUGHAL, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,1,9,2021,2021-09-01
"VILLA MARIA, TOGHER RD, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2017,2017-03-08
"FIDDOWN FARM, FIDDOWN, CO KILKENNY",,Kilkenny,225000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2016,2016-12-08
"18 GOLDEN RIDGE GREEN, RUSH, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2017,2017-08-23
"SHOODAUN, NEWCASTLE, ATHENRY",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,28,10,2020,2020-10-28
"53 BAUNOGE, MOUNT PLEASANT, LOUGHREA",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,3,12,2021,2021-12-03
"17 GLENDOWNS, PORTLAOISE, LAOIS",,Laois,225000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2017,2017-07-28
"42 VIEWMOUNT, GREENANE RD, RATHDRUM",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,,12,9,2019,2019-09-12
"1 CEIDE HOUSE, MILLERS LANE, RAHOON",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29
"133 LIOSCIAN, SWORDS, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,1,6,2016,2016-06-01
"71 GLENMORE WOOD, DUBLIN ROAD, MULLINGAR",,Westmeath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,26,3,2018,2018-03-26
"22 PRIORY DR, ST RAPHAELS MANOR, CELBRIDGE",,Kildare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,20,1,2014,2014-01-20
"55 WILLOW AVE, PRIMROSE WAY, CELBRIDGE",,Kildare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2014,2014-08-11
"76 DROMROE AVE, WOODHAVEN, CASTLETROY",,Limerick,225000.0,No,No,Second-Hand Dwelling house /Apartment,,27,2,2019,2019-02-27
"1 RIVERVIEW, BEACH ROAD, PASSAGE WEST",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,7,6,2016,2016-06-07
"64 Jigginstown Park, Newbridge Road, Naas",,Kildare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,18,7,2013,2013-07-18
"34 BEVERTON COURT, DONABATE, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2018,2018-04-30
"APT 1  - APT 5  5 NEWENHAM TERRACE, INFIRMARY RD, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,25,6,2014,2014-06-25
"6 RAHEEN GREEN, DUBLIN 24, DUBLIN",Dublin 24,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2016,2016-08-15
"35 THE DUNES, SOMERVILLE, TRAMORE",,Waterford,225000.0,No,No,Second-Hand Dwelling house /Apartment,,9,9,2021,2021-09-09
"14 Ballynakelly, NEWCASTLE",,Dublin,225000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,10,2010,2010-10-15
"31 BOYD HOUSE, MYRTLE, THE COAST DUBLIN 13",Dublin 13,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,23,6,2017,2017-06-23
"KNOCKLISCRANE, MILTOWN MALBAY, CLARE",,Clare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,19,3,2021,2021-03-19
"61 AVONMORE RD, RAHEEN, LIMERICK",,Limerick,225000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2021,2021-10-21
"16 CASTLE ROCK AVE, CASTLE ROCK, MIDLETON",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2014,2014-07-28
"23 THE STABLEYARD, OLDTOWN DEMESNE, NAAS",,Kildare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,5,2,2021,2021-02-05
"APT 37 ARD CLUAIN, MAIN ST, CLONEE",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,1,4,2020,2020-04-01
"Ballymulcashel, Kilmurry, Sixmilebridge",,Clare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,3,11,2011,2011-11-03
"53 Shannanvale, Old Cratloe Road, Limerick",,Limerick,225000.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2010,2010-01-22
"17 GLINCOOL GROVE, BALLINCOLLIG, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,1,2,2019,2019-02-01
"28 ARDMORE CLOSE, TALLAGHT, DUBLIN 24",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2021,2021-12-08
"TEACH MHUIRE, KILLALA RD, BALLINA",,Mayo,225000.0,No,No,Second-Hand Dwelling house /Apartment,,5,2,2018,2018-02-05
"DOONIS THE PIGEONS, ATHLONE, WESTMEATH",,Westmeath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,16,11,2018,2018-11-16
"6 CNOC NA CILLE, BALLYBANE, GALWAY",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,27,10,2016,2016-10-27
"2 AN GOIRTIN, CUL ARD, CARRIGTWOHILL",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,19,4,2018,2018-04-19
"3 MERRION CRESCENT, BOOTERSTOWN, DUBLIN",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,19,4,2017,2017-04-19
"FARM RD, ANNAGASSAN, DUNLEER",,Louth,225000.0,No,No,Second-Hand Dwelling house /Apartment,,3,9,2021,2021-09-03
"27 HARMONY HEIGHTS, NEWFOUNDWELL RD, DROGHEDA",,Louth,225000.0,No,No,Second-Hand Dwelling house /Apartment,,7,2,2020,2020-02-07
"GORTROE, BANTRY, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2015,2015-05-27
"15 CARDINAL HOUSE, MAYNOOTH, KILDARE",,Kildare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,27,2,2018,2018-02-27
"104 TYRCONNELL ROAD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,17,6,2019,2019-06-17
"LAUREL HEDGE, MAGAZINE RD, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,,6,12,2019,2019-12-06
"27  Castle Park, Termonfeckin",,Louth,225167.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,3,2016,2016-03-10
"7 Cartrontroy Heights, Dublin Road, Athlone",,Westmeath,225500.0,No,No,Second-Hand Dwelling house /Apartment,,31,8,2012,2012-08-31
"26 CLUAIN DARA, LEIXLIP, KILDARE",,Kildare,225500.0,No,No,Second-Hand Dwelling house /Apartment,,30,8,2018,2018-08-30
"90 PRIORY COURT, EDEN GATE, DELGANY",,Wicklow,225509.33,Yes,No,Second-Hand Dwelling house /Apartment,,15,3,2021,2021-03-15
"16 Dunville Wood, Dunville, Athlumney",,Meath,225720.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,6,2018,2018-06-08
"10 Dunville Wood, Dunville, Athlumney",,Meath,225720.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,6,2018,2018-06-08
"SKULE HILL, FEDAMORE, LIMERICK",,Limerick,226000.0,No,No,Second-Hand Dwelling house /Apartment,,24,11,2016,2016-11-24
"41 ARDLEIGH VALE, MULLINGAR, WESTMEATH",,Westmeath,226000.0,No,No,Second-Hand Dwelling house /Apartment,,5,7,2021,2021-07-05
"27 ST FRANCIS TERRACE, KILKENNY",,Kilkenny,226000.0,No,No,Second-Hand Dwelling house /Apartment,,26,6,2019,2019-06-26
"110 BLOCK E, WESTEND GATE, COOKSTOWN WAY TALLAGHT",Dublin 15,Dublin,226836.77,No,No,Second-Hand Dwelling house /Apartment,,28,10,2021,2021-10-28
"184 Drakes Point, Crosshaven",,Cork,226872.0,No,Yes,New Dwelling house /Apartment,,5,11,2021,2021-11-05
"30 SHELMALIER ROAD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,227000.0,No,No,Second-Hand Dwelling house /Apartment,,14,6,2017,2017-06-14
"4 NOOREY PARK, BELGARRIFF, FOXFORD",,Mayo,227000.0,No,No,Second-Hand Dwelling house /Apartment,,1,3,2021,2021-03-01
"23 CASTLE COURT, LISMORE, WATERFORD",,Waterford,227000.0,No,No,Second-Hand Dwelling house /Apartment,,27,7,2017,2017-07-27
"11 BEECH DRIVE, JOHNSTOWN WOOD, NAVAN",,Meath,227000.0,No,No,Second-Hand Dwelling house /Apartment,,24,7,2018,2018-07-24
"6 ROGER CASEMENT PK, BRAY, WICKLOW",,Wicklow,227000.0,No,No,Second-Hand Dwelling house /Apartment,,18,3,2016,2016-03-18
"45 HILLCOURT, HIGHFIELD ROAD, RATHGAR",Dublin 6,Dublin,227000.0,No,No,Second-Hand Dwelling house /Apartment,,1,6,2012,2012-06-01
"42 CLONARD VILLAGE, CLONARD LITTLE, WEXFORD",,Wexford,227000.0,No,No,Second-Hand Dwelling house /Apartment,,16,4,2018,2018-04-16
"44 GURTEEN PARK, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,227000.0,No,No,Second-Hand Dwelling house /Apartment,,6,5,2021,2021-05-06
"9 WICKLOW HEIGHTS, WICKLOW",,Wicklow,227000.0,No,No,Second-Hand Dwelling house /Apartment,,15,11,2016,2016-11-15
"35 Viewmount, Greenane Road, Rathdrum",,Wicklow,227312.78,No,Yes,New Dwelling house /Apartment,,20,12,2019,2019-12-20
"43 Allenwood, Tullyallen",,Louth,227313.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,4,2015,2015-04-30
"35 CUIRT NA HABHAINN, LAKEVIEW, CLAREGALWAY",,Galway,227461.47,No,No,Second-Hand Dwelling house /Apartment,,25,9,2018,2018-09-25
"KILDANOGE, ARDFINNAN, CLONMEL",,Tipperary,227500.0,No,No,Second-Hand Dwelling house /Apartment,,3,5,2019,2019-05-03
"17 THORNDALE, ROSSLARE HARBOUR, WEXFORD",,Wexford,227500.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2020,2020-12-15
"84 Castleguard Manor, Ardee",,Louth,227500.0,No,Yes,New Dwelling house /Apartment,,24,4,2019,2019-04-24
"18 CLOVER HILL, CARRIGALINE, CORK",,Cork,227500.0,No,No,Second-Hand Dwelling house /Apartment,,21,11,2016,2016-11-21
"71 NUNS WALK, BALLYPHEHANE, CORK",,Cork,227500.0,No,No,Second-Hand Dwelling house /Apartment,,23,10,2018,2018-10-23
"CLONEA CASTLE APT 4, BALLINACOURTY, DUNGARVAN",,Waterford,227500.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2021,2021-06-03
"5 KNIGHTS COURT, NEWCASTLEWEST, CO LIMERICK",,Limerick,228000.0,No,No,Second-Hand Dwelling house /Apartment,,26,4,2019,2019-04-26
"36 RIVERGROVE, ORANMORE, GALWAY",,Galway,228000.0,No,No,Second-Hand Dwelling house /Apartment,,27,3,2020,2020-03-27
"65 CLONKIL, CALLAN, KILKENNY",,Kilkenny,228000.0,No,No,Second-Hand Dwelling house /Apartment,,13,11,2020,2020-11-13
"248 PACE ROAD, CLONEE, DUBLIN 15",,Dublin,228000.0,No,No,Second-Hand Dwelling house /Apartment,,23,9,2010,2010-09-23
"1 COOSAN HEATH, ATHLONE, CO WESTMEATH",,Westmeath,228000.0,No,No,Second-Hand Dwelling house /Apartment,,4,9,2020,2020-09-04
"APT 13, WOODFIELD HALL, STATION RD",,Cork,228000.0,No,No,Second-Hand Dwelling house /Apartment,,6,5,2021,2021-05-06
"SHANAVAGH, BALLYDEHOB, CO CORK",,Cork,228000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2016,2016-02-08
"NO. 24 CROI AN BHAILE, CARRABANE, ATHENRY",,Galway,228000.0,No,No,Second-Hand Dwelling house /Apartment,,11,9,2019,2019-09-11
"62 Carne Hill, Navan",,Meath,228000.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2011,2011-08-12
"GORTADERRA, SCARRIFF, CLARE",,Clare,228000.0,No,No,Second-Hand Dwelling house /Apartment,,9,4,2021,2021-04-09
"5 THE ANCHORAGE, ROBSWALL, MALAHIDE",,Dublin,228135.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2016,2016-03-21
"42 Innisfallen, Rookery Road, Killarney",,Kerry,228193.0,No,Yes,New Dwelling house /Apartment,,29,4,2019,2019-04-29
"101 BROOKLANDS, DUBLIN RD, CLANE",,Kildare,228500.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2016,2016-12-19
"87 ASWOOD, ROUNDWOOD, WICKLOW",,Wicklow,228500.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2018,2018-01-10
"8 MILLBROOK DR, MIDLETON, CORK",,Cork,228600.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2020,2020-12-22
"7 Ridgewood Manor, Melitta Road, Kildare",,Kildare,229000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,4,2016,2016-04-22
"RATHMORGAN, CHARLEVILLE, COUNTY CORK",,Cork,229000.0,No,No,Second-Hand Dwelling house /Apartment,,29,9,2015,2015-09-29
"Apt 14, Blackrock House, Blackrock Village",,Cork,229074.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,5,4,2017,2017-04-05
"8 The Crofton, Georges Place, Dun Laoighre",,Dublin,229074.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,8,2014,2014-08-01
"5 Elder Heath Downs, Elder Heath, Kiltipper Road",,Dublin,229074.88,No,Yes,New Dwelling house /Apartment,,20,3,2019,2019-03-20
"8 Elder Heath Mews, Elder Heath, Kiltipper Road",,Dublin,229074.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,20,6,2016,2016-06-20
"6 Lios na nBan, Ladysbridge",,Cork,229074.89,No,Yes,New Dwelling house /Apartment,,1,9,2020,2020-09-01
"138 MEDEBAWN, AVENUE ROAD, DUNDALK",,Louth,229074.89,No,Yes,New Dwelling house /Apartment,,11,4,2019,2019-04-11
"12 BELFRY CRESCENT, LISCORRIE, CROSSLANE",,Louth,229075.0,No,Yes,New Dwelling house /Apartment,,21,2,2019,2019-02-21
"Apartment 238 Bushy Park House, Templeogue Road, Terenure",,Dublin,229838.0,No,No,Second-Hand Dwelling house /Apartment,,25,6,2014,2014-06-25
"27 RADHARC NA MARA, SCHOOL RD, LAHINCH",,Clare,230000.0,No,No,Second-Hand Dwelling house /Apartment,,1,7,2019,2019-07-01
"15 MOUNT SYMON DALE, CLONSILLA",Dublin 15,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,,29,4,2011,2011-04-29
"139 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,,27,10,2017,2017-10-27
"27 HUNTERS WOOD, SALLINS, KILDARE",,Kildare,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2,3,2015,2015-03-02
"ROSSROE, KILMURRY, SIXMILEBRIDGE",,Clare,230000.0,No,No,Second-Hand Dwelling house /Apartment,,23,11,2021,2021-11-23
"71 Churchwell Road, Belmayne, Balgriffin",,Dublin,230000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,7,2010,2010-07-09
"APT 41, KILVERE PARK, CYPRESS GROVE NORTH",,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,,22,4,2014,2014-04-22
"19 Blackburn Square, Rathfarnham Gate",Dublin 14,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2014,2014-03-21
"26 BROOK MEADOWS, AVOCA, WICKLOW",,Wicklow,230000.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2017,2017-04-06
"3 Aubrey, Shankill",,Dublin,230000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,3,2013,2013-03-28
"2 ELDERWOOD PARK, BOREENMANNA RD, CORK",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2017,2017-09-28
"4 HOLLYBROOK, BLUEBELL AVENUE, BLUEBELL",Dublin 12,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,,1,9,2020,2020-09-01
"11 COOLAMBER COURT, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,230000.0,Yes,No,Second-Hand Dwelling house /Apartment,,10,6,2016,2016-06-10
"DERRYGORMAN, WESTPORT, MAYO",,Mayo,230000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2017,2017-08-22
"No. 4 Woodlane, Hillside, Birr",,Offaly,230000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2011,2011-09-21
