Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"49 Waverley Meadow, Rathnew",,Wicklow,280908.03,No,Yes,New Dwelling house /Apartment,,23,8,2021,2021-08-23
"KNOCKANE, CASTLEMARTYR, CO CORK",,Cork,281000.0,No,No,Second-Hand Dwelling house /Apartment,,19,5,2021,2021-05-19
"Corcullen, Moycullen",,Galway,281000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,9,7,2014,2014-07-09
"107 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,281000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,11,2016,2016-11-18
"2 Hillside Drive, Naas",,Kildare,281000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2010,2010-12-20
"35 KNOCKLYON GATE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,281000.0,No,No,Second-Hand Dwelling house /Apartment,,15,5,2019,2019-05-15
"8 Parkside Close, Parkside, Malahide Road",,Dublin,281497.64,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,6,12,2016,2016-12-06
"APT 2, 38 AMIENS ST, DUBLIN 1",Dublin 1,Dublin,281500.0,No,No,Second-Hand Dwelling house /Apartment,,24,4,2017,2017-04-24
"15 ST MALACHYS RD, GLASNEVIN, DUBLIN 9",,Dublin,281500.0,No,No,Second-Hand Dwelling house /Apartment,,17,12,2013,2013-12-17
"The Strand, Walshestown, Mullingar",,Westmeath,281500.0,No,No,Second-Hand Dwelling house /Apartment,,16,6,2010,2010-06-16
"Apartment 4, Waterside Drive, Waterside",,Dublin,281850.22,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,11,2018,2018-11-21
"2 the green, elsmore, jigginstown",,Kildare,281894.0,No,Yes,New Dwelling house /Apartment,,28,8,2019,2019-08-28
"13 Longview Mews, Millers Glen, Swords",,Dublin,281932.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2,7,2018,2018-07-02
"28 Forge Avenue, The Forge, Lusk",,Dublin,281938.0,No,Yes,New Dwelling house /Apartment,,13,12,2018,2018-12-13
"31 THE WILLOWS, JANEVILLE, CORK ROAD",,Cork,281938.0,No,Yes,New Dwelling house /Apartment,,19,4,2021,2021-04-19
"7 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE",,Dublin,281938.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,8,6,2018,2018-06-08
"14  Wilmount View, Moynalty Road, Kells",,Meath,281938.0,No,Yes,New Dwelling house /Apartment,,25,9,2020,2020-09-25
"38 The Linnett, Barnageeragh Cove, barnageeragh",,Dublin,281938.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,9,2016,2016-09-29
"5 Parkside Place, Malahide Road",Dublin 13,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,11,2017,2017-11-20
"14 Elder Heath Hill, Kiltipper Road, Tallaght",,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,,28,2,2020,2020-02-28
"74 Fairfield, Dunshaughlin, Co. Meath",,Meath,281938.33,No,Yes,New Dwelling house /Apartment,,13,10,2020,2020-10-13
"2 CALTRAGHLEA, KILLURE, BALLINASLOE",,Galway,281938.33,No,Yes,New Dwelling house /Apartment,,19,7,2021,2021-07-19
"18 KINGS HALL, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,282000.0,No,No,Second-Hand Dwelling house /Apartment,,27,10,2017,2017-10-27
"89 ROS CAOIN, ROSCAM, GALWAY",,Galway,282000.0,No,No,Second-Hand Dwelling house /Apartment,,11,7,2017,2017-07-11
"43 PARKVIEW, DONARD, OFF BLACKHORSE AVE DUBLIN 7",Dublin 7,Dublin,282000.0,No,No,Second-Hand Dwelling house /Apartment,,22,4,2015,2015-04-22
"11 OCEAN DRIVE ROAD, KINSALE MANOR",,Cork,282000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,12,2017,2017-12-22
"Apartment 8, Bramley Hall, Diswellstown",Dublin 15,Dublin,282000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,2,2018,2018-02-23
"161 GLEANN NA RI, VALLEY AVE, DRUID VALLEY DUBLIN 18",Dublin 18,Dublin,282000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2014,2014-07-16
"3 MAPLE ROAD, FOTA ROCK, CARRIGTWOHILL",,Cork,282000.0,No,No,Second-Hand Dwelling house /Apartment,,10,10,2017,2017-10-10
"14 Elden, Maryborough Hill, Douglas",,Cork,282500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,9,2011,2011-09-09
"23 CHAPEL LANE, SWORDS, DUBLIN",,Dublin,282500.0,No,No,Second-Hand Dwelling house /Apartment,,27,10,2017,2017-10-27
"31 Drury Mills, Saggart, Co. Dublin",,Dublin,282750.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,30,6,2016,2016-06-30
"67 Brandon Square, Waterville, Blanchardstown",Dublin 15,Dublin,282819.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,5,2015,2015-05-29
"31 THE WOODS, LARAGH RD, RATHDRUM",,Wicklow,283000.0,No,No,Second-Hand Dwelling house /Apartment,,24,9,2021,2021-09-24
"184 MEADOWGATE, GOREY, WEXFORD",,Wexford,283000.0,No,No,Second-Hand Dwelling house /Apartment,,3,3,2020,2020-03-03
"DROMIN CARRIGATOHER, NENAGH, CARRIGATOHER",,Tipperary,283000.0,No,No,Second-Hand Dwelling house /Apartment,,2,9,2019,2019-09-02
"46 THE ALDERS, BROOKMEADOW, AVOCA",,Wicklow,283000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2020,2020-10-16
"1 BEN EDAIR RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,283625.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2014,2014-11-25
"31 Parkside Avenue, Malahide Road, DUBLIN 13",Dublin 13,Dublin,283700.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,9,2016,2016-09-09
"APT 102 THE CUBES BLOCK 5, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",Dublin 18,Dublin,284000.0,No,No,Second-Hand Dwelling house /Apartment,,23,1,2015,2015-01-23
"17 Cherry Drive, Delgany Wood, Delgany",,Wicklow,284000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2011,2011-12-21
"APT 46, 55 MOUNTJOY SQ WEST, DUBLIN",Dublin 1,Dublin,284000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2019,2019-12-16
"12 CASTLEVILLAGE DRIVE, CELBRIDGE, CO KILDARE",,Kildare,284000.0,No,No,Second-Hand Dwelling house /Apartment,,12,6,2017,2017-06-12
"17 KICKHAM RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,284000.0,No,No,Second-Hand Dwelling house /Apartment,,26,3,2021,2021-03-26
"41 Seoid na Tra, Bettystown",,Meath,284140.0,No,Yes,New Dwelling house /Apartment,,26,3,2021,2021-03-26
"Apartment 1 Birch Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,284698.54,No,Yes,New Dwelling house /Apartment,,20,6,2019,2019-06-20
"Apartment 9 Larch Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,284698.54,No,Yes,New Dwelling house /Apartment,,20,6,2019,2019-06-20
"Apartment 8 Larch Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,284698.54,No,Yes,New Dwelling house /Apartment,,20,6,2019,2019-06-20
"11 GOLDEN RIDGE WALK, RUSH, DUBLIN",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,14,5,2019,2019-05-14
"11 OAKFIELD HEIGHTS, GLANMIRE, CORK",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,,15,3,2018,2018-03-15
"DUNMORE, CASTLECOMER ROAD, KILKENNY",,Kilkenny,285000.0,No,No,Second-Hand Dwelling house /Apartment,,18,11,2016,2016-11-18
"6 BRICKFIELD DR, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,16,6,2016,2016-06-16
"6 The Glen, Bodenpark, Rathfarnham",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2010,2010-10-22
"11Moyglare Meadows, Maynooth",,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,,30,8,2013,2013-08-30
"15 ARDFIELD MEADOWS, GRANGE, DOUGLAS",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2019,2019-09-10
"39 FLORANVILLE AVE, CLONDALKIN, DUBLIN",Dublin 22,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,28,10,2016,2016-10-28
"30 COOLAGHKNOCK GARDENS, THE PLAINS, KILDARE",,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,,16,8,2021,2021-08-16
"12 The Paddocks Crescent, Adamstown",,Dublin,285000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,4,2010,2010-04-27
"ARD LEA, STANDHOUSE RD, NEWBRIDGE",,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,,30,6,2017,2017-06-30
"129 KILLALA ROAD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2019,2019-10-21
"176 CHERRY ORCHARD AVE, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,24,5,2021,2021-05-24
"8 The Avenue, Royal Oaks, Enfield",,Meath,285000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,30,3,2017,2017-03-30
"UNIT 22 THE CUBES, 3 BEACON SOUTH QUARTER, BLACKTHORN RD SANDYFORD",Dublin 18,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2,12,2019,2019-12-02
"4 AVONMORE AVENUE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,1,6,2018,2018-06-01
"OLD COURT, INISTIOGE, COUNTY KILKENNY",,Kilkenny,285000.0,No,No,Second-Hand Dwelling house /Apartment,,14,11,2012,2012-11-14
"Inis Fail, 6 Shelbourne Road, Limerick",,Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2010,2010-11-25
"48 ASHFIELD AVE, KINGSWOOD, DUBLIN 24",Dublin 24,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2016,2016-12-23
"APT 116 PUGIN HOUSE, LORETO ABBEY, RATHFARNHAM",Dublin 14,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2021,2021-09-21
"7 Georges Head, Kilkee",,Clare,285000.0,No,No,Second-Hand Dwelling house /Apartment,,24,1,2011,2011-01-24
"LOWER MAIN ST, ABBEYLEIX, MAIN ST",,Laois,285000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2018,2018-12-18
"32CASTLEVIEW GROVE, SWORDS, DUBLIN",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,3,9,2018,2018-09-03
"34 ORNAMENTAL GARDENS, OLTOWN DEMERSE, NAAS",,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,,28,3,2018,2018-03-28
"96 ST JOSEPHS RD, WALKINSTOWN, DUBLIN",Dublin 12,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2016,2016-03-30
"FINABANS, BARNESMORE, CO DONEGAL",,Donegal,285000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2019,2019-12-16
"LISIEUX, MOUNT AVE, DUNDALK",,Louth,285000.0,No,No,Second-Hand Dwelling house /Apartment,,5,4,2016,2016-04-05
"Duagh, Ballindud",,Waterford,285000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2014,2014-11-25
"36 WOODBROOK COURT, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2020,2020-10-02
"48 WILLOWGROVE, COOLROE HEIGHTS, BALLINCO",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,,9,12,2016,2016-12-09
"APT 2, 38 HADDINGTON RD, BALLSBRIDGE",Dublin 4,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2018,2018-01-22
"86 ST MAELRUAN'S PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,15,6,2018,2018-06-15
"41 Doire Fea, Moycullen, Co. Galway",,Galway,285000.0,No,Yes,New Dwelling house /Apartment,,9,9,2019,2019-09-09
"32 Powerstown Way, Clonmel",,Tipperary,285000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,6,2011,2011-06-29
"42 BALFE AVENUE, DUBLIN 12",Dublin 12,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,27,4,2017,2017-04-27
"Cahir Abbey Upper, Cahir",,Tipperary,285000.0,No,No,Second-Hand Dwelling house /Apartment,,1,3,2013,2013-03-01
"9 ST JOHNS CT, ARTANE, DUBLIN 5",Dublin 5,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,18,6,2021,2021-06-18
"GORTANUMMERA, PORTUMNA, GALWAY",,Galway,285000.0,No,No,Second-Hand Dwelling house /Apartment,,31,5,2021,2021-05-31
"15 Lios na mBan, Ladysbridge",,Cork,285000.0,No,Yes,New Dwelling house /Apartment,,26,11,2020,2020-11-26
"APT 49, CARLTON SUITE, HENRY ST",,Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,,17,12,2015,2015-12-17
"209 Kilbarrack Road, Dublin 5",Dublin 5,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2010,2010-07-30
"10 THE GROVE, MELROSE PARK, KINSEALY",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2017,2017-10-18
"DROMISKIN VILLAGE, DUNDALK, CO.LOUTH",,Louth,285000.0,No,No,Second-Hand Dwelling house /Apartment,,1,6,2021,2021-06-01
"GALWEY CROSS, CARRIGANINE, MACROOM",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,,21,2,2020,2020-02-21
"15 LAKE RD, COBH, CORK",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2019,2019-12-20
"28 DEERHAVEN WALK, CLONEE, DUBLIN 15",Dublin 15,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2017,2017-09-28
"GREATDOWN, THE DOWNS, MULLINAGR",,Westmeath,285000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2015,2015-10-16
"APT72, 25 WOLFE TONE ST, DUBLIN 1",Dublin 1,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,22,11,2021,2021-11-22
"12 An Bothar Dara, Lis Na Dara, Carrickmacross Road",,Louth,285175.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2,10,2018,2018-10-02
"20 AYRFIELD DRIVE, AYRFIELD, DUBLIN 13",,Dublin,285500.0,No,No,Second-Hand Dwelling house /Apartment,,5,6,2014,2014-06-05
"13 HUNTSMANS RD, LUSK VILLAGE, LUSK",,Dublin,286000.0,No,No,Second-Hand Dwelling house /Apartment,,3,10,2019,2019-10-03
"3 Parkside Crescent, Parkside, Malahide Road",Dublin 3,Dublin,286342.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,9,2017,2017-09-05
"14 Fairfield, Dunshaughlin, County Meath",,Meath,286343.0,No,Yes,New Dwelling house /Apartment,,9,5,2019,2019-05-09
"7 Dun Eimear Close, Eastham Road, Bettystown",,Meath,286343.0,No,Yes,New Dwelling house /Apartment,,11,2,2019,2019-02-11
"22 Bramley Hall, Diswellstown, Castleknock",Dublin 16,Dublin,286343.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,12,2017,2017-12-15
"41 The Park, Janeville, Cork Road",,Cork,286343.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,11,2018,2018-11-08
"42 Parkside Drive, Parkside, Malahide Road",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,12,2017,2017-12-21
"46  ABBOTFIELD, BALLINAGAPPA ROAD, CLANE",,Kildare,286343.61,No,Yes,New Dwelling house /Apartment,,16,9,2020,2020-09-16
"11 The Avenue, Broadmeadow Vale, Ratoath",,Meath,286343.61,No,Yes,New Dwelling house /Apartment,,28,6,2019,2019-06-28
"37 FAWN LODGE, CASTLEKNOCK RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,286343.61,No,No,Second-Hand Dwelling house /Apartment,,18,3,2021,2021-03-18
"43 St. Josephs Grove, Clonsilla, Dublin 15",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,,30,7,2021,2021-07-30
"7 The Heron, Barnageeragh Cove, Skerries",,Dublin,286343.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,28,3,2017,2017-03-28
"59 Maydenhayes Road, Mornington",,Meath,286344.0,No,Yes,New Dwelling house /Apartment,,31,5,2019,2019-05-31
"31 ATHLUMNEY CLOSE, NAVAN",,Meath,286344.0,No,Yes,New Dwelling house /Apartment,,27,5,2021,2021-05-27
"15 Parkside Close, Parkside, Malahide Road",Dublin 17,Dublin,286344.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,10,2016,2016-10-24
"29 Park Crescent, Hansfield, Ongar",,Dublin,286344.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,4,2018,2018-04-05
"22 Windmill Close, Rathcoole, County Dublin",,Dublin,286344.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,3,2017,2017-03-01
"255 Beechdale, Dunboyne",,Meath,286500.0,No,No,Second-Hand Dwelling house /Apartment,,20,5,2010,2010-05-20
"7 LINN BAN, DOCTORS LANE, RUSH",,Dublin,287000.0,No,No,Second-Hand Dwelling house /Apartment,,16,9,2019,2019-09-16
"43 HILLCREST DR, LUCAN, DUBLIN",,Dublin,287000.0,No,No,Second-Hand Dwelling house /Apartment,,4,6,2019,2019-06-04
"129 CENTRAL PARK, CLANE, KILDARE",,Kildare,287000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2017,2017-09-08
"CORRYMEELA, MILLBROOK RD, OLDCASTLE",,Meath,287000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2021,2021-07-30
"BALLYDONNELL, REDCROSS, WICKLOW",,Wicklow,287000.0,No,No,Second-Hand Dwelling house /Apartment,,13,12,2019,2019-12-13
"64 CRAWFORD WOODS, CHURCH HILL, GLANMIRE",,Cork,287000.0,No,No,Second-Hand Dwelling house /Apartment,,9,12,2020,2020-12-09
"16 THE DRIVE, WHITEFIELD MANOR, Bettystown",,Meath,287290.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,7,2018,2018-07-13
"1 SUMMERCOVE, LAHINCH, CLARE",,Clare,287500.0,No,No,Second-Hand Dwelling house /Apartment,,10,8,2021,2021-08-10
"13 SWEETMAN WALK, LUSK VILLAGE, DUBLIN",,Dublin,287500.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2019,2019-12-18
"59 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,288000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2018,2018-10-19
"51 Kylemore, Old School House Road, Monaleen",,Limerick,288000.0,No,No,Second-Hand Dwelling house /Apartment,,16,6,2010,2010-06-16
"30 LOUGH DERG ROAD, RAHENY, DUBLIN 5",Dublin 5,Dublin,288000.0,No,No,Second-Hand Dwelling house /Apartment,,12,9,2014,2014-09-12
"46 FERRYCARRIG AVE, DUBLIN 17, DUBLIN",Dublin 17,Dublin,288000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2020,2020-12-14
"Apartment 605 Cubes 7, Beacon South Quarter, Sandyford",Dublin 18,Dublin,288528.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,10,2014,2014-10-07
"67 Willow Drive, The Willows, Dunshaughlin",,Meath,288986.0,No,Yes,New Dwelling house /Apartment,,15,1,2021,2021-01-15
"CUILEAN, AN CHEATHRU RUA, GALWAY",,Galway,288990.0,No,No,Second-Hand Dwelling house /Apartment,,26,8,2014,2014-08-26
"38 ASHLEIGH GROVE, KNOCKNACARRA, GALWAY",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2020,2020-11-25
"4 NEWTOWN GLEN, TRAMORE, WATERFORD",,Waterford,290000.0,No,No,Second-Hand Dwelling house /Apartment,,8,10,2014,2014-10-08
"20 WHITE ABBEY LAWNS, KILDARE TOWN, KILDARE",,Kildare,290000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2019,2019-07-31
"225 GRACEPARK MANOR, DRUMCONDRA DUBLIN 9, DUBLIN",Dublin 9,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,9,8,2016,2016-08-09
"ARDCOST, PORTMAGEE, COUNTY KERRY",,Kerry,290000.0,No,No,Second-Hand Dwelling house /Apartment,,13,11,2017,2017-11-13
"52 SEABURY, STATION RD, ROSSLARE STRAND",,Wexford,290000.0,No,No,Second-Hand Dwelling house /Apartment,,29,8,2018,2018-08-29
"811 LADYCASTLE, THE K CLUB, STRAFFAN",,Kildare,290000.0,No,No,Second-Hand Dwelling house /Apartment,,10,11,2021,2021-11-10
"26 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,24,7,2019,2019-07-24
"ARBUTUS, CHURCH HILL, LETTERKENNY",,Donegal,290000.0,No,No,Second-Hand Dwelling house /Apartment,,21,7,2017,2017-07-21
"WUTHERING HEIGHTS, GRABALL RD, CROSSHAVEN HILL",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2018,2018-09-21
"253 BEECHDALE, DUNBOYNE, MEATH",,Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2016,2016-09-26
"COLLINAMUCK, ROSSCAHILL, GALWAY",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2016,2016-12-14
"Curraghmore, Ballinrobe",,Mayo,290000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2010,2010-10-22
"6 ELDERPARK PLACE, KILLINARDAN HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2020,2020-12-04
"7 BELSIZE COURT, NEWCASTLE, GALWAY",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,12,5,2021,2021-05-12
"81 ST ATTRACHA ROAD, CABRA, DUBLIN 5",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,21,1,2021,2021-01-21
"32 ARD NA GREINE, BANDUFF RD, BALLYVOLANE",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,,20,6,2017,2017-06-20
"3 CASTLEBANE, LISNENNAN, LETTERKENNY",,Donegal,290000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2020,2020-11-27
"55 MYRTLE HOUSE, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,15,4,2016,2016-04-15
"720 SOUTH CIRCULAR RD, KILMAINHAM, DUBLIN 8",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,10,2,2014,2014-02-10
"BALLAGHDERG LETTERKENNY, LETTERKENNY, DONEGAL",,Donegal,290000.0,No,No,Second-Hand Dwelling house /Apartment,,16,1,2015,2015-01-16
"12 KELLYS BAY ROCKS, SKERRIES, DUBLIN",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,29,1,2016,2016-01-29
"4 SCHOOL ROAD, CARNMORE, LISSARULLA",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,17,12,2019,2019-12-17
"22 TEMPLEVIEW AVENUE, CLARE HALL, MALAHIDE ROAD",Dublin 13,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,21,5,2010,2010-05-21
"Apartment 126 Griffith Hall, Drumcondra",Dublin 9,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,5,5,2010,2010-05-05
"38 Heron, Thornwood, Booterstown",,Dublin,290000.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,9,2011,2011-09-14
"NO 1 DUNARD CLOSE, CREGG, LAHINCH",,Clare,290000.0,No,No,Second-Hand Dwelling house /Apartment,,25,10,2017,2017-10-25
"RIVERSDALE HOUSE, THE MEETING, AVOCA",,Wicklow,290000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2021,2021-02-08
"25  Woodlands, Portmarnock",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,20,4,2012,2012-04-20
"44 WILLOWBANK COURT, MILL RD, MIDLETON",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2021,2021-12-08
"demesne, mitcherstown",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,,16,2,2011,2011-02-16
"6 Devon Close, Deansgrange",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,16,1,2013,2013-01-16
"41 RIVEROAKS, CLAREGALWAY, GALWAY",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,19,8,2021,2021-08-19
"18 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,25,4,2014,2014-04-25
"103 THE MAPLE, GRANGE HALL, DUBLIN 16",Dublin 16,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,5,2,2018,2018-02-05
"1 BR NA MARA, FORT LORENZO, SALTHILL",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2020,2020-10-21
"74 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,4,3,2016,2016-03-04
"Drummore House, Castleshane",,Monaghan,290000.0,No,No,Second-Hand Dwelling house /Apartment,,23,10,2013,2013-10-23
"6 CHERRYVALLEY AVE, RATHMOLYON, MEATH",,Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,,5,11,2020,2020-11-05
"145A CASHEL RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,17,9,2021,2021-09-17
"19 LIOS CARA CRESENT, KILLEENS, CORK",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2020,2020-07-28
"LARRAGAN, MOYCULLEN, GALWAY",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2017,2017-03-30
"9 CEDAR LAWN, RIDGEWOOD, SWORDS",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,22,11,2017,2017-11-22
